0	295256
1	823528
2	964324
3	176010
4	979488
5	420370
6	365140
7	933743
8	352019
9	312724
10	872097
11	590521
12	260167
13	964342
14	684911
15	474560
16	405190
17	590497
18	210205
19	489738
20	244881
21	704033
22	719581
23	840718
24	810381
25	719579
26	520379
27	810373
28	225785
29	625413
30	704015
31	191353
32	405219
33	949139
34	225789
35	964307
36	352036
37	994395
38	420392
39	719555
40	780732
41	489814
42	872168
43	528887
44	994341
45	281691
46	225669
47	122386
48	730342
49	528879
50	590575
51	140884
52	949187
53	792840
54	792838
55	528863
56	191265
57	504892
58	382710
59	191269
60	979533
61	903003
62	669641
63	625472
64	436005
65	528845
66	365088
67	704182
68	122573
69	719478
70	104973
71	451353
72	122570
73	156236
74	474451
75	451347
76	885610
77	669479
78	903089
79	810303
80	979592
81	745685
82	312631
83	793029
84	520241
85	210346
86	382523
87	156266
88	780638
89	823375
90	334692
91	295397
92	312612
93	244790
94	563342
95	528646
96	528644
97	719411
98	105032
99	474398
100	365202
101	264209
102	489946
103	156168
104	580653
105	810367
106	704233
107	141027
108	933771
109	334640
110	684945
111	903104
112	382581
113	141029
114	840898
115	312690
116	175976
117	642835
118	420587
119	281829
120	436141
121	436140
122	295341
123	949075
124	590400
125	964118
126	334541
127	684652
128	581093
129	312463
130	351744
131	474322
132	590774
133	105349
134	854894
135	156615
136	545919
137	780535
138	105352
139	281897
140	872349
141	792666
142	854876
143	684617
144	451233
145	420642
146	435821
147	669318
148	175797
149	105400
150	608074
151	854866
152	823758
153	264688
154	669335
155	933448
156	719827
157	365427
158	245158
159	191003
160	581031
161	625248
162	590824
163	979810
164	823726
165	420692
166	765048
167	964520
168	156551
169	823710
170	334507
171	156604
172	669389
173	730570
174	156605
175	669388
176	765002
177	312548
178	545801
179	780419
180	625230
181	365351
182	122686
183	420720
184	210028
185	245225
186	730586
187	979783
188	451319
189	704350
190	474289
191	885390
192	765013
193	225446
194	545817
195	704340
196	669221
197	625323
198	365504
199	105238
200	245022
201	175620
202	334431
203	122820
204	810031
205	792784
206	365543
207	489646
208	528385
209	885340
210	745929
211	312361
212	979858
213	175673
214	175652
215	105263
216	625305
217	841098
218	365565
219	669215
220	684767
221	933570
222	382787
223	260498
224	719652
225	590703
226	528484
227	191108
228	334356
229	854951
230	156426
231	105281
232	625396
233	405268
234	730490
235	730436
236	933532
237	948831
238	175739
239	312430
240	792733
241	474147
242	872258
243	351985
244	590680
245	745874
246	719637
247	435890
248	625361
249	625362
250	405299
251	282111
252	885263
253	719644
254	607313
255	781279
256	140335
257	529296
258	351536
259	703504
260	121966
261	607325
262	963793
263	435554
264	581319
265	190845
266	669112
267	703545
268	684401
269	282132
270	404698
271	475098
272	121934
273	121935
274	475097
275	175492
276	607330
277	505412
278	624934
279	669102
280	841272
281	589998
282	404687
283	313336
284	175598
285	121891
286	190763
287	854022
288	419963
289	382193
290	563777
291	245489
292	419944
293	245492
294	529356
295	810982
296	505374
297	155804
298	226203
299	948725
300	226200
301	245466
302	841337
303	885174
304	841334
305	703587
306	451017
307	684322
308	190737
309	260838
310	155747
311	823873
312	420029
313	995013
314	668954
315	264829
316	948480
317	546768
318	810760
319	810761
320	104505
321	589835
322	190965
323	404591
324	871446
325	474980
326	607427
327	703627
328	245307
329	140478
330	260805
331	730677
332	364756
333	589884
334	122048
335	684538
336	529207
337	175368
338	810794
339	190930
340	419978
341	933360
342	684522
343	435648
344	245272
345	546786
346	295880
347	684437
348	382067
349	765911
350	823814
351	902592
352	642327
353	505526
354	793491
355	529227
356	140532
357	581134
358	669007
359	313195
360	607360
361	948561
362	334102
363	474909
364	871528
365	264735
366	295837
367	490446
368	334080
369	175440
370	295817
371	823871
372	902649
373	245343
374	546727
375	382377
376	642243
377	156155
378	140605
379	546368
380	175295
381	190588
382	226038
383	505708
384	995164
385	731011
386	265184
387	529034
388	642256
389	590224
390	404978
391	884938
392	474866
393	884940
394	964043
395	563998
396	932942
397	260963
398	668843
399	260954
400	122198
401	607591
402	420107
403	995199
404	995198
405	607596
406	175240
407	282397
408	265177
409	190528
410	175233
411	884960
412	564025
413	684148
414	260921
415	225968
416	104959
417	731079
418	529101
419	581518
420	156082
421	854289
422	521199
423	581522
424	731098
425	590293
426	334011
427	642195
428	382453
429	703826
430	810694
431	995121
432	364815
433	841595
434	841598
435	810739
436	841584
437	313027
438	564078
439	521170
440	841582
441	382420
442	902245
443	902242
444	122123
445	190707
446	933083
447	854487
448	265057
449	668679
450	156024
451	780878
452	933075
453	225916
454	156031
455	122359
456	902272
457	730901
458	351409
459	719191
460	225890
461	841602
462	995274
463	746462
464	210607
465	780892
466	564116
467	104738
468	505807
469	703906
470	282511
471	225884
472	719210
473	607714
474	546531
475	581473
476	365006
477	590139
478	333906
479	155972
480	435422
481	210573
482	933089
483	642166
484	793320
485	546545
486	854422
487	264992
488	963865
489	719105
490	854428
491	225854
492	490212
493	505785
494	979406
495	490232
496	382321
497	245607
498	780824
499	995200
500	104802
501	122271
502	765664
503	175196
504	261023
505	624865
506	260995
507	979437
508	190597
509	841696
510	854439
511	225794
512	104781
513	684210
514	854432
515	684223
516	104768
517	404124
518	720564
519	886694
520	175048
521	564338
522	381635
523	243927
524	139865
525	668653
526	855552
527	685842
528	366128
529	243937
530	901965
531	157362
532	963216
533	157368
534	980562
535	434982
536	335790
537	296275
538	521375
539	729275
540	963302
541	809389
542	824556
543	839729
544	579811
545	993394
546	265423
547	824572
548	579800
549	521401
550	932682
551	685906
552	192353
553	404216
554	265464
555	642005
556	871048
557	139817
558	521386
559	980511
560	793936
561	175031
562	932700
563	490796
564	280615
565	963290
566	366177
567	685889
568	335854
569	521380
570	503956
571	381529
572	421586
573	980705
574	490964
575	139979
576	311643
577	157196
578	226571
579	545212
580	366225
581	886565
582	980718
583	174916
584	685995
585	993458
586	641830
587	902129
588	280768
589	781594
590	685980
591	963089
592	280815
593	351210
594	668493
595	729156
596	521325
597	521322
598	764355
599	311649
600	105988
601	993506
602	435166
603	504024
604	335702
605	226630
606	490908
607	963188
608	192472
609	729121
610	421513
611	729124
612	626580
613	686045
614	579670
615	886597
616	121580
617	686033
618	490943
619	421561
620	794072
621	902043
622	335722
623	870939
624	529669
625	824401
626	351140
627	703108
628	591368
629	192498
630	729095
631	311591
632	366339
633	157585
634	607019
635	140116
636	641708
637	504067
638	668397
639	121610
640	226436
641	366352
642	121609
643	980845
644	473241
645	591859
646	949988
647	106491
648	949983
649	366375
650	421734
651	606980
652	226489
653	763985
654	192039
655	809155
656	452349
657	140137
658	421747
659	871368
660	350726
661	452233
662	521615
663	296006
664	871346
665	963579
666	366401
667	963574
668	839994
669	703272
670	901689
671	720884
672	544890
673	855909
674	871340
675	381855
676	793705
677	544840
678	452269
679	580041
680	335584
681	244153
682	901657
683	626206
